53.1567	53.1567	3.98629e-05
55.6379	55.64	-0.00209205
59.1703	59.1023	0.0679972
61.9262	61.9614	-0.0352231
62.1058	62.4342	-0.328442
57.2405	57.8841	-0.643522
52.408	51.9797	0.428305
47.1763	46.5477	0.628577
44.8173	44.3658	0.451571
43.2181	43.5236	-0.305516
42.8573	43.2663	-0.409003
42.4221	43.2741	-0.852007
43.0762	43.7589	-0.682738
43.0814	43.7808	-0.699347
44.1786	44.3082	-0.129573
42.2347	42.107	0.127662
37.481	37.1089	0.372059
32.5028	32.0014	0.50136
30.8978	28.7558	2.14194
30.7665	30.3542	0.412284
31.5761	31.9409	-0.364786
31.8227	32.4704	-0.647646
34.0142	35.1644	-1.15021
37.7482	38.3063	-0.558138
39.5251	40.289	-0.76393
40.1985	41.6702	-1.47165
44.9592	44.6491	0.310089
47.601	48.3538	-0.752763
49.8517	51.88	-2.02833
55.4873	56.6723	-1.18503
55.4487	58.3284	-2.87968
45.706	50.5706	-4.86452
46.806	44.7133	2.0927
48.3572	46.6794	1.67774
58.3446	52.654	5.69057
66.2159	63.0831	3.13284
70.0333	70.6515	-0.618261
72.4545	74.3927	-1.93826
73.4336	74.5904	-1.15678
71.0664	71.7051	-0.638649
68.9025	68.7255	0.177069
73.2667	69.4288	3.83793
67.2118	68.8633	-1.65149
65.706	64.6791	1.02688
75.049	69.8791	5.16984
75.54	76.4471	-0.907021
62.9486	70.3822	-7.43356
44.1354	53.9657	-9.83031
33.0024	35.1024	-2.10001
22.0226	25.6295	-3.60693
29.4243	26.3503	3.07399
35.4775	32.946	2.53146
39.6028	38.113	1.48975
41.5211	40.4794	1.04169
28.9007	33.3022	-4.4015
23.5443	19.9235	3.62082
23.1111	16.7404	6.37077
23.7714	16.5324	7.23905
23.023	16.3884	6.63457
26.8127	18.2407	8.57199
29.9126	23.9092	6.00339
25.4525	26.4751	-1.0226
25.9936	25.7438	0.249806
30.6305	29.616	1.01449
30.4536	33.1692	-2.71556
37.0681	35.7298	1.3383
45.8415	44.4201	1.4214
43.45	47.9655	-4.51551
48.792	47.9973	0.794709
56.1706	52.2358	3.93482
66.3322	62.6656	3.66656
82.5295	75.8761	6.65336
80.6268	79.5643	1.06243
65.0867	65.305	-0.218249
47.7943	48.0839	-0.289628
35.205	31.941	3.26396
33.4903	28.75	4.74031
56.7259	46.0283	10.6977
64.8274	71.3216	-6.49421
63.6996	74.6977	-10.9981
65.0746	73.723	-8.6484
66.4677	74.6702	-8.20251
58.0869	70.2005	-12.1136
46.7895	59.3902	-12.6007
53.4705	50.4805	2.99003
58.7195	57.4297	1.28981
55.8015	59.2374	-3.43588
78.247	68.6295	9.61742
94.2687	93.9994	0.269272
96.3049	102.676	-6.3714
96.5677	100.374	-3.80615
97.1513	95.6383	1.51294
95.3941	96.9148	-1.52064
95.1251	95.9753	-0.850169
97.2448	98.6818	-1.43698
97.5173	107.957	-10.4402
97.7535	106.2	-8.44686
97.901	101.422	-3.52139
98.1108	98.6437	-0.53289
98.3368	97.3881	0.948721
98.5881	98.5558	0.0322556
98.8005	101.541	-2.74009
99.0424	100.675	-1.63283
99.2897	98.9753	0.314355
99.5167	96.1015	3.41516
99.6841	95.4331	4.251
99.8754	93.9886	5.88684
100.266	93.0584	7.20749
100.491	95.2159	5.27473
100.862	97.9625	2.8994
101.149	99.2943	1.85488
101.374	101.063	0.310193
101.65	102.173	-0.52328
101.944	102.05	-0.10623
102.21	102.276	-0.066464
102.634	102.35	0.284274
102.907	103.414	-0.506602
103.2	104.979	-1.7793
103.587	104.243	-0.655807
103.838	104.184	-0.346162
104.158	104.003	0.15567
104.499	104.969	-0.470089
104.786	105.136	-0.350345
105.032	105.376	-0.344342
105.301	106.162	-0.860527
105.681	106.093	-0.412451
106.017	106.303	-0.285951
106.274	106.086	0.187652
106.502	106.305	0.196514
106.893	107.57	-0.677078
107.201	109.987	-2.78619
107.398	111.2	-3.80176
107.72	110.558	-2.83839
107.879	110.305	-2.42627
108.218	108.447	-0.228877
108.475	108.26	0.214424
108.728	108.886	-0.158666
108.822	108.615	0.206938
109.174	108.619	0.554402
109.456	109.547	-0.0900852
109.669	109.923	-0.25336
109.985	111.293	-1.30854
110.262	112.236	-1.97427
110.533	112.155	-1.62165
110.732	111.086	-0.353496
110.989	110.365	0.62406
111.135	110.154	0.98016
111.375	109.95	1.42521
111.618	110.53	1.08824
111.703	111.433	0.270611
112.006	111.713	0.292156
112.282	112.649	-0.367339
112.554	114.241	-1.68734
112.859	116.58	-3.72059
112.927	116.617	-3.6896
113.134	115.53	-2.39589
113.389	114.814	-1.42553
113.591	114.287	-0.695286
113.79	115.259	-1.4693
113.922	117.4	-3.47783
114.125	117.576	-3.45078
114.299	117.534	-3.2345
114.405	117.967	-3.56256
114.623	117.145	-2.52232
114.855	117.046	-2.19119
114.834	116.321	-1.48689
114.928	114.772	0.155701
115.212	113.473	1.73821
115.235	113.556	1.67878
115.314	113.736	1.5785
115.492	113.721	1.77135
115.738	114.601	1.13671
115.868	114.99	0.878014
116.032	116.484	-0.451145
116.01	117.458	-1.44754
116.14	117.554	-1.41341
116.427	119.359	-2.93198
116.597	120.645	-4.04842
116.706	119.589	-2.8832
116.895	118.99	-2.09547
117.105	119.961	-2.85589
117.169	119.505	-2.33594
117.185	118.97	-1.78513
117.443	118.911	-1.46826
117.416	118.515	-1.09831
117.547	117.239	0.308755
117.591	115.479	2.11222
117.714	115.759	1.95498
117.655	115.489	2.1665
117.76	115.541	2.21887
117.782	114.857	2.9255
117.778	115.306	2.47174
117.887	115.712	2.17446
118.018	115.718	2.29999
118.211	115.388	2.82282
118.245	17.3312	100.914
118.393	36.5063	81.8871
118.565	43.6186	74.9462
118.587	50.9275	67.6595
118.586	61.387	57.199
118.75	77.2865	41.4636
118.89	91.126	27.7636
118.885	105.399	13.4856
118.903	115.105	3.79783
118.828	121.62	-2.79229
118.876	128.004	-9.12779
119.098	129.912	-10.8141
119.113	128.423	-9.30965
119.074	132.202	-13.1281
119.184	130.957	-11.773
119.1	132.997	-13.8967
118.977	130.325	-11.3479
119.05	126.834	-7.78433
119.199	116.161	3.03732
119.29	104.635	14.6542
119.238	95.6129	23.625
119.24	96.3009	22.9392
119.247	92.8876	26.3599
119.175	92.3247	26.8506
118.997	86.8235	32.1735
118.832	85.8652	32.9672
118.88	87.3044	31.5761
118.888	92.3103	26.5774
118.994	92.8282	26.1663
